f2#0,"""이머전시 트라이얼 「$(0)」 발생!"""
OnTimeDecreaseSecond#1,"""전투 종료까지 앞으로 1분"""
OnAttackPhase1Start#0,"""<yellow>【목표 갱신】<br><br>파계추를 엄호해 적 결계를 공격하라!<c>"""
OnAttackPhase2Start#0,"""<yellow>【목표 갱신】<br><br>마신성의 복부 코어를 신속히 파괴하라!<c>"""
OnAttackPhase3Start#0,"""<yellow>【목표 갱신】<br><br>좌우 계단으로 방어기구로 올라가 마신성을 공략하라!<c>"""
OnDefencePhase1Start#0,"""<yellow>【목표 갱신】<br><br>적 부대 습격! 파계탑을 지켜라!<c>"""
OnDefencePhase3Start#0,"""<yellow>【목표 갱신】<br><br>마신성의 공격과 적 부대의 습격에서 파계탑을 지켜라!<c>"""
OnAttackPhase1End#0,"""<yellow>【목표 갱신】<br><br>적군 반응 확인! 파계탑으로 올 습격에 대비하라!<c>"""
OnDefencePhase1End#0,"""<yellow>【목표 갱신】<br><br>파계추, 소환중! 진격을 대비하라!<c>"""
OnReAttack#1,"""<c ffd700>【엑스트라 어택 발동】<br><br>시에라의 서포트 발동! 다시 진격을 대비하라!<c>"""
OnBossAttackTimeExtend#1,"""<c ffd700>【엑스트라 어택 발동】<br><br>시에라의 서포트 발동! 파계탑에 올 공격까지의 시간이 연장!<c>"""
OnWaveHappening#1,"""<c f78384>【액시던트 발생】<br><br>$(0)<c>"""
OnWH2#1,"""<c f78384>【더블 액시던트 발생】<br><br>마신성, $(0), $(1) 동시에 발동!<br>$(2), $(3)에 주의하라!<c>"""
OnPlayerWH#1,"""<c 8cf0ff>【서포트 발동】<br><br>$(0)<c>"""
OnGaugeBreakLose#0,"""모든 파계탑이 파괴당했다!"""
DuringPreparePhase#0,"""마나를 회수하여 개전 준비를 하라!"""
DuringDefencePhase1#0,"""적 부대의 공격으로 부터 버스터 탑을 지켜라!"""
DuringCoolTimeDefenceToAttack#0,"""마나를 회수하여 버스터 병기 소환에 대비하라!"""
DuringAttackPhase1#0,"""버스터 병기를 지켜 적의 결계를 공격하라!"""
DuringCoolTimeAttackToDefence#0,"""적 부대의 버스터 병기 습격에 대비하라!"""
DuringAttackPhase2#0,"""마신성의 복부 코어를 파괴하라!"""
DuringDefencePhase3#0,"""마신성의 공격과 적의 습격을 저지하라!"""
DuringAttackPhase3#0,"""마신성에 쳐들어가 결판을 내라!"""
MissionCond_Enemy1#0,"""<red><u>미션 액시던트 발생!</u><c><br> 『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>적의 $(1) 상승했다!"""
MissionCond_Enemy2#0,"""<red><u>미션 액시던트 발생!</u><c><br> 『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>적의 $(1), $(2) 상승했다!"""
MissionCond_Player1#0,"""<red><u>미션 액시던트 발생!</u><c><br> 『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>아군의 $(1) 발생!"""
MissionCond_Enemy1Player1#0,"""<red><u>미션 액시던트 발생!</u><c><br> 『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>적의 $(1) 상승했다!<br>아군의 $(2) 발생!"""
MissionCond_Enemy2Player1#0,"""<red><u>미션 액시던트 발생!</u><c><br>『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>적의 $(1), $(2) 상승했다!<br>아군의 $(3) 발생!"""
MissionCond_Player2#0,"""<red><u>미션 액시던트 발생!</u><c><br> 『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>아군의 $(1), $(2) 발생!"""
MissionCond_Enemy1Player2#0,"""<red><u>미션 액시던트 발생!</u><c><br> 『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>적의 $(1) 상승했다!<br>아군의 $(2), $(3) 발생!"""
MissionCond_Enemy2Player2#0,"""<red><u>미션 액시던트 발생!</u><c><br>『MISSION $(0)』에서 다음과 같은 효과가 발생.<br><br>적의 $(1), $(2) 상승했다!<br>아군의 $(3), $(4) 발생!"""
RoundCond_Enemy1#0,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>적의 $(1) 상승했다!"""
RoundCond_Enemy2#0,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>적의 $(1), $(2) 상승했다!"""
RoundCond_Player1#0,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>아군의 $(1) 발생!"""
RoundCond_Enemy1Player1#0,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>적의 $(1) 상승했다!<br>아군의 $(2) 발생!"""
RoundCond_Enemy2Player1#0,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>적의 $(1), $(2) 상승했다!<br>아군의 $(3) 발생!"""
RoundCond_Player2#0,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>아군의 $(1), $(2) 발생!"""
RoundCond_Enemy1Player2#0,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>적의 $(1) 상승했다!<br>아군의 $(2), $(3) 발생!"""
RoundCond_Enemy2Player2#0,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>적의 $(1), $(2) 상승했다!<br>아군의 $(3), $(4) 발생!"""
QuestFreshmanM:EnemyHpUp010#0,"""HP가 10%"""
QuestFreshmanM:EnemyHpUp020#0,"""HP가 20%"""
QuestFreshmanM:EnemyHpUp030#0,"""HP가 30%"""
QuestFreshmanM:EnemyHpUp040#0,"""HP가 40%"""
QuestFreshmanM:EnemyHpUp050#0,"""HP가 50%"""
QuestFreshmanM:EnemyHpUp060#0,"""HP가 60%"""
QuestFreshmanM:EnemyHpUp070#0,"""HP가 70%"""
QuestFreshmanM:EnemyHpUp080#0,"""HP가 80%"""
QuestFreshmanM:EnemyHpUp090#0,"""HP가 90%"""
QuestFreshmanM:EnemyHpUp100#0,"""HP가 100%"""
QuestFreshmanM:EnemyHpUp200#0,"""HP가 200%"""
QuestFreshmanM:EnemyHpUp300#0,"""HP가 300%"""
QuestFreshmanM:EnemyHpUp400#0,"""HP가 400%"""
QuestFreshmanM:EnemyHpUp500#0,"""HP가 500%"""
QuestFreshmanM:EnemyHpUp600#0,"""HP가 600%"""
QuestFreshmanM:EnemyHpUp700#0,"""HP가 700%"""
QuestFreshmanM:EnemyHpUp800#0,"""HP가 800%"""
QuestFreshmanM:EnemyHpUp900#0,"""HP가 900%"""
QuestFreshmanM:EnemyHpUp1000#0,"""HP가 1000%"""
QuestFreshmanM:EnemyAttackUp010#0,"""공격력이 10%"""
QuestFreshmanM:EnemyAttackUp020#0,"""공격력이 20%"""
QuestFreshmanM:EnemyAttackUp030#0,"""공격력이 30%"""
QuestFreshmanM:EnemyAttackUp040#0,"""공격력이 40%"""
QuestFreshmanM:EnemyAttackUp050#0,"""공격력이 50%"""
QuestFreshmanM:EnemyAttackUp060#0,"""공격력이 60%"""
QuestFreshmanM:EnemyAttackUp070#0,"""공격력이 70%"""
QuestFreshmanM:EnemyAttackUp080#0,"""공격력이 80%"""
QuestFreshmanM:EnemyAttackUp090#0,"""공격력이 90%"""
QuestFreshmanM:EnemyAttackUp100#0,"""공격력이 100%"""
QuestFreshmanM:EnemyAttackUp200#0,"""공격력이 200%"""
QuestFreshmanM:EnemyAttackUp300#0,"""공격력이 300%"""
QuestFreshmanM:EnemyAttackUp400#0,"""공격력이 400%"""
QuestFreshmanM:EnemyAttackUp500#0,"""공격력이 500%"""
QuestFreshmanM:EnemyAttackUp600#0,"""공격력이 600%"""
QuestFreshmanM:EnemyAttackUp700#0,"""공격력이 700%"""
QuestFreshmanM:EnemyAttackUp800#0,"""공격력이 800%"""
QuestFreshmanM:EnemyAttackUp900#0,"""공격력이 900%"""
QuestFreshmanM:EnemyAttackUp1000#0,"""공격력이 1000%"""
QuestFreshmanM:HealDown010#0,"""HP 회복 효과가 10% 감소"""
QuestFreshmanM:HealDown020#0,"""HP 회복 효과가 20% 감소"""
QuestFreshmanM:HealDown030#0,"""HP 회복 효과가 30% 감소"""
QuestFreshmanM:HealDown040#0,"""HP 회복 효과가 40% 감소"""
QuestFreshmanM:HealDown050#0,"""HP 회복 효과가 50% 감소"""
QuestFreshmanM:HealDown060#0,"""HP 회복 효과가 60% 감소"""
QuestFreshmanM:HealDown070#0,"""HP 회복 효과가 70% 감소"""
QuestFreshmanM:HealDown080#0,"""HP 회복 효과가 80% 감소"""
QuestFreshmanM:HealDown090#0,"""HP 회복 효과가 90% 감소"""
QuestFreshmanM:HealDown099#0,"""HP 회복 효과가 99% 감소"""
QuestFreshmanL:EnemyHpUp010#0,"""HP가 10%"""
QuestFreshmanL:EnemyHpUp020#0,"""HP가 20%"""
QuestFreshmanL:EnemyHpUp030#0,"""HP가 30%"""
QuestFreshmanL:EnemyHpUp040#0,"""HP가 40%"""
QuestFreshmanL:EnemyHpUp050#0,"""HP가 50%"""
QuestFreshmanL:EnemyHpUp060#0,"""HP가 60%"""
QuestFreshmanL:EnemyHpUp070#0,"""HP가 70%"""
QuestFreshmanL:EnemyHpUp080#0,"""HP가 80%"""
QuestFreshmanL:EnemyHpUp090#0,"""HP가 90%"""
QuestFreshmanL:EnemyHpUp100#0,"""HP가 100%"""
QuestFreshmanL:EnemyHpUp150#0,"""HP가 150%"""
QuestFreshmanL:EnemyHpUp200#0,"""HP가 200%"""
QuestFreshmanL:EnemyHpUp250#0,"""HP가 250%"""
QuestFreshmanL:EnemyHpUp300#0,"""HP가 300%"""
QuestFreshmanL:EnemyHpUp400#0,"""HP가 400%"""
QuestFreshmanL:EnemyHpUp500#0,"""HP가 500%"""
QuestFreshmanL:EnemyHpUp600#0,"""HP가 600%"""
QuestFreshmanL:EnemyHpUp700#0,"""HP가 700%"""
QuestFreshmanL:EnemyHpUp800#0,"""HP가 800%"""
QuestFreshmanL:EnemyHpUp900#0,"""HP가 900%"""
QuestFreshmanL:EnemyHpUp1000#0,"""HP가 1000%"""
QuestFreshmanL:EnemyAttackUp010#0,"""공격력이 10%"""
QuestFreshmanL:EnemyAttackUp020#0,"""공격력이 20%"""
QuestFreshmanL:EnemyAttackUp030#0,"""공격력이 30%"""
QuestFreshmanL:EnemyAttackUp040#0,"""공격력이 40%"""
QuestFreshmanL:EnemyAttackUp050#0,"""공격력이 50%"""
QuestFreshmanL:EnemyAttackUp060#0,"""공격력이 60%"""
QuestFreshmanL:EnemyAttackUp070#0,"""공격력이 70%"""
QuestFreshmanL:EnemyAttackUp080#0,"""공격력이 80%"""
QuestFreshmanL:EnemyAttackUp090#0,"""공격력이 90%"""
QuestFreshmanL:EnemyAttackUp100#0,"""공격력이 100%"""
QuestFreshmanL:EnemyAttackUp150#0,"""공격력이 150%"""
QuestFreshmanL:EnemyAttackUp200#0,"""공격력이 200%"""
QuestFreshmanL:EnemyAttackUp250#0,"""공격력이 250%"""
QuestFreshmanL:EnemyAttackUp300#0,"""공격력이 300%"""
QuestFreshmanL:EnemyAttackUp400#0,"""공격력이 400%"""
QuestFreshmanL:EnemyAttackUp500#0,"""공격력이 500%"""
QuestFreshmanL:EnemyAttackUp600#0,"""공격력이 600%"""
QuestFreshmanL:EnemyAttackUp700#0,"""공격력이 700%"""
QuestFreshmanL:EnemyAttackUp800#0,"""공격력이 800%"""
QuestFreshmanL:EnemyAttackUp900#0,"""공격력이 900%"""
QuestFreshmanL:EnemyAttackUp1000#0,"""공격력이 1000%"""
QuestFreshmanL:HealDown010#0,"""HP 회복 효과가 10% 감소"""
QuestFreshmanL:HealDown020#0,"""HP 회복 효과가 20% 감소"""
QuestFreshmanL:HealDown030#0,"""HP 회복 효과가 30% 감소"""
QuestFreshmanL:HealDown040#0,"""HP 회복 효과가 40% 감소"""
QuestFreshmanL:HealDown050#0,"""HP 회복 효과가 50% 감소"""
QuestFreshmanL:HealDown060#0,"""HP 회복 효과가 60% 감소"""
QuestFreshmanL:HealDown070#0,"""HP 회복 효과가 70% 감소"""
QuestFreshmanL:HealDown080#0,"""HP 회복 효과가 80% 감소"""
QuestFreshmanL:HealDown090#0,"""HP 회복 효과가 90% 감소"""
QuestFreshmanL:HealDown099#0,"""HP 회복 효과가 99% 감소"""
ProgMissionOrderTitle#0,"""미션 오더를 클리어 하라!"""
MissionOrderTime#0,"""$(0)초간,"""
MissionOrderTimeLimit#0,"""$(0)초 이내로"""
MissionOrderTimes#0,"""$(0)회 이상"""
MissionOrderNum#0,"""$(0)개"""
MissionOrderNumEnemy#0,"""$(0)마리"""
MissionOrderDamegeTimes#0,"""$(0)이상의 데미지를 $(1)회"""
MissionOrderDamege#0,"""$(0)이상의 데미지를"""
MissionOrderGuideKillEnemy_Forward#0,"""<yellow>【가산형 미션 오더】<br><br>$(0)적을 $(1) 쓰러뜨려라!<br>쓰러뜨린 적에 따라 제한 시간이 최대 $(2)초 업!"""
MissionOrderGuideKillEnemy_Backward#0,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)적을 쓰러뜨리지 마라!<br>쓰러뜨린 적에 따라 제한 시간이 감소! (최대 $(2)초 업)"""
MissionOrderGuideKillEnemy_None#0,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)적을 $(1) 쓰러뜨려라!<br>조건달성으로 제한 시간이 $(2)초 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuideKillEnemyFront_Forward#0,"""<yellow>【가산형 미션 오더】<br><br>$(0)정면에서 적을 $(1) 쓰러뜨려라!<br>쓰러뜨린 적에 따라 제한 시간이 최대 $(2)초 업!"""
MissionOrderGuideKillEnemyFront_Backward#0,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)정면에서 적을 쓰러뜨리지 마라!<br>쓰러뜨린 적에 따라 제한 시간이 감소! (최대 $(2)초 업)"""
MissionOrderGuideKillEnemyFront_None#0,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)정면에서 적을 $(1) 쓰러뜨려라!<br>조건달성으로 제한 시간이 $(2)초 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuideKillEnemyBack_Forward#0,"""<yellow>【가산형 미션 오더】<br><br>$(0)후면에서 적을 $(1) 쓰러뜨려라!<br>쓰러뜨린 적에 따라 제한 시간이 최대 $(2)초 업!"""
MissionOrderGuideKillEnemyBack_Backward#0,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)후면에서 적을 쓰러뜨리지 마라!<br>쓰러뜨린 적에 따라 제한 시간이 감소! (최대 $(2)초 업)"""
MissionOrderGuideKillEnemyBack_None#0,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)후면에서 적을 $(1) 쓰러뜨려라!<br>조건달성으로 제한 시간이 $(2)초 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuideKillEnemyWeakPoint_Forward#0,"""<yellow>【가산형 미션 오더】<br><br>$(0)약점 부위를 공격해 적을 $(1) 쓰러뜨려라!<br>쓰러뜨린 적에 따라 제한 시간이 최대 $(2)초 업!"""
MissionOrderGuideKillEnemyWeakPoint_Backward#0,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)약점 부위를 공격해 적을 쓰러뜨리지 마라!<br>쓰러뜨린 적에 따라 제한 시간이 감소! (최대 $(2)초 업)"""
MissionOrderGuideKillEnemyWeakPoint_None#0,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)약점 부위를 공격해 적을 $(1) 쓰러뜨려라!<br>조건달성으로 제한 시간이 $(2)초 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuideBreakParts_Forward#0,"""<yellow>【가산형 미션 오더】<br><br>$(0)적의 부위를 $(1) 파괴하라!<br>파괴한 수에 따라 제한 시간이 최대$(2)초 업!"""
MissionOrderGuideBreakParts_Backward#0,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)적의 부위를 $(1) 파괴하지 마라!<br>파괴한 수에 따라 증가하는 제한 시간이 감소! (최대 $(2)초 업)"""
MissionOrderGuideBreakParts_None#0,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)적의 부위를 $(1) 파괴하라!<br>조건달성으로 제한 시간이 $(2)초 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuideMaxDamage_Forward#0,"""<yellow>【가산형 미션 오더】<br><br>$(0)$(1) 입혀라!<br>입힌 횟수에 따라 제한 시간이 최대 $(2)초 업!"""
MissionOrderGuideMaxDamage_Backward#0,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)$(1) 입히지 마라!<br>입히 횟수에 따라 증가하는 제한 시간이 감소! (최대 $(2)초 업)"""
MissionOrderGuideMaxDamage_None#0,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)$(1) 입혀라!<br>조건달성으로 제한 시간이 $(2)초 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuidePlayerDead_Forward#0,"""<yellow>【가산형 미션 오더】<br><br>$(0)$(1) 전투 불능이 되어라!<br>전투불능 횟수에 따라 제한 시간이 최대 $(2)초 업!"""
MissionOrderGuidePlayerDead_Backward#0,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)$(1)전투 불능이 되지마라!<br>전투 불능 횟수에 따라 증가하는 제한 시간이 감소!(최대 $(2)초 업)"""
MissionOrderGuidePlayerDead_None#0,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)$(1)전투 불능이 되지마라!<br>조건달성으로 제한 시간이 $(2)초 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuidePlayerHeal_Forward#0,"""<yellow>【가산형 미션 오더】<br><br>$(0)$(1) 회복 효과를 받아라!<br>회복 횟수에 따라 제한 시간이 최대 $(2)초 업!"""
MissionOrderGuidePlayerHeal_Backward#0,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)$(1) 회복 효과를 받지 마라!<br>회복 횟수에 따라 증가하는 제한 시간이 감소!(최대 $(2)초 업)"""
MissionOrderGuidePlayerHeal_None#0,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)$(1) 회복 효과를 받지 마라!<br>조건달성으로 제한 시간이 $(2)초 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuidePlayerDamage_Forward#0,"""<yellow>【가산형 미션 오더】<br><br>$(0)$(1) 데미지를 받아라!<br>피해 횟수에 따라 제한 시간이 최대 $(2)초 업!"""
MissionOrderGuidePlayerDamage_Backward#0,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)$(1) 데미지를 받지 마라!<br>피해 횟수에 따라 증가하는 제한 시간이 감소!(최대 $(2)초 업)"""
MissionOrderGuidePlayerDamage_None#0,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)$(1) 데미지를 받지 마라!<br>조건달성으로 제한 시간이 $(2)초 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuideKillTargetEnemy_Forward#0,"""<yellow>【가산형 미션 오더】<br><br>$(0)$(2) 에너미를 $(1) 쓰러뜨려라!<br>쓰러뜨린 적에 따라 제한시간이 최대 $(3)초 업!"""
MissionOrderGuideKillTargetEnemy_Backward#0,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)$(2) 에너미를 쓰러뜨리지 마라!<br>쓰러뜨린 적에 따라 제한 시간이 감소! (최대 $(3)초 업)"""
MissionOrderGuideKillTargetEnemy_None#0,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)$(2) 에너미를 $(1) 쓰러뜨려라!<br>조건달성으로 제한 시간이 $(3)초 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderKillEnemy_Forward#0,"""<yellow>【가산형】 $(0)적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemy_Backward#0,"""<c 00ff00>【감산형】 $(0)적을 $(1)倒すな"""
MissionOrderKillEnemy_None#0,"""<c ff4f3f>【달성형】 $(0)적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemyFront_Forward#0,"""<yellow>【가산형】 $(0)정면에서 적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemyFront_Backward#0,"""<c 00ff00>【감산형】 $(0)정면에서 적을 $(1) 쓰러뜨리지 마라"""
MissionOrderKillEnemyFront_None#0,"""<c ff4f3f>【달성형】 $(0)정면에서 적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemyBack_Forward#0,"""<yellow>【가산형】 $(0)후면에서 적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemyBack_Backward#0,"""<c 00ff00>【감산형】 $(0)후면에서 적을 $(1) 쓰러뜨리지 마라"""
MissionOrderKillEnemyBack_None#0,"""<c ff4f3f>【달성형】 $(0)후면에서 적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemyWeakPoint_Forward#0,"""<yellow>【가산형】 $(0)약점 부위를 공격해 적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemyWeakPoint_Backward#0,"""<c 00ff00>【감산형】 $(0)약점 부위를 공격해 적을 $(1) 쓰러뜨리지 마라"""
MissionOrderKillEnemyWeakPoint_None#0,"""<c ff4f3f>【달성형】 $(0)약점 부위를 공격해 적을 $(1) 쓰러뜨려라"""
MissionOrderBreakParts_Forward#0,"""<yellow>【가산형】 $(0)적의 부위를 $(1) 파괴하라"""
MissionOrderBreakParts_Backward#0,"""<c 00ff00>【감산형】 $(0)적의 부위를 $(1) 파괴하지 마라"""
MissionOrderBreakParts_None#0,"""<c ff4f3f>【달성형】 $(0)적의 부위를 $(1) 파괴하라"""
MissionOrderMaxDamage_Forward#0,"""<yellow>【가산형】 $(0)$(1) 입혀라"""
MissionOrderMaxDamage_Backward#0,"""<c 00ff00>【감산형】 $(0)$(1) 입히지 마라"""
MissionOrderMaxDamage_None#0,"""<c ff4f3f>【달성형】 $(0)$(1) 입혀라"""
MissionOrderPlayerDead_Forward#0,"""<yellow>【가산형】 $(0)$(1) 전투 불능이 되어라"""
MissionOrderPlayerDead_Backward#0,"""<c 00ff00>【감산형】 $(0)$(1) 전투 불능이 되지 마라"""
MissionOrderPlayerDead_None#0,"""<c ff4f3f>【달성형】 $(0)$(1) 전투 불능이 되지 마라"""
MissionOrderPlayerHeal_Forward#0,"""<yellow>【가산형】 $(0)$(1) 회복 효과를 받아라"""
MissionOrderPlayerHeal_Backward#0,"""<c 00ff00>【감산형】 $(0)$(1)회복 효과를 받지 마라"""
MissionOrderPlayerHeal_None#0,"""<c ff4f3f>【달성형】 $(0)$(1)회복 효과를 받지 마라"""
MissionOrderPlayerDamage_Forward#0,"""<yellow>【가산형】 $(0)$(1) 데미지를 받아라"""
MissionOrderPlayerDamage_Backward#0,"""<c 00ff00>【감산형】 $(0)$(1) 데미지를 받지 마라"""
MissionOrderPlayerDamage_None#0,"""<c ff4f3f>【달성형】 $(0)$(1) 데미지를 받지 마라"""
MissionOrderKillTargetEnemy_Forward#0,"""<yellow>【가산형】 $(0)$(2)を$(1) 쓰러뜨려라"""
MissionOrderKillTargetEnemy_Backward#0,"""<c 00ff00>【감산형】 $(0)$(2) 에너미를 $(1) 쓰러뜨리지 마라"""
MissionOrderKillTargetEnemy_None#0,"""<c ff4f3f>【달성형】 $(0)$(2) 에너미를 $(1) 쓰러뜨려라!"""
MissionClearBonus#0,"""【MISSION$(0)】 오더 성공! 제한 시간 +$(2)초, 스코어 +$(1)점 획득!"""
ToastEnterIntervalClient#1,"""인터벌 에어리어 도착! 제한시간 +$(0)초 획득!"""
ProgIATitle#0,"""다음 지역으로 전송까지 앞으로 """
ProgIAForceMoveTitle#0,"""인터벌 에어리어로 전송까지 앞으로 """
FirstClearBonus#0,"""첫 격파 보너스 획득"""
ItemNumberLevelNum#0,"""$(0)×$(1)"""
ItemNumberLevel#0,"""$(0)"""
ToastClearCount#0,"""오늘 토벌 가능 횟수는 $(0)회 남았습니다."""
ToastClearCountZero#0,"""오늘의 토벌 가능 횟수는 앞으로 0회입니다."""
MissionCond_Enemy1#1,"""<red><u>미션 액시던트 발생!</u><c><br> 다음과 같은 효과가 발생.<br><br>적의 $(0) 상승했다!"""
MissionCond_Enemy2#1,"""<red><u>미션 액시던트 발생!</u><c><br> 다음과 같은 효과가 발생.<br><br>적의 $(0), $(1) 상승했다!"""
MissionCond_Player1#1,"""<red><u>미션 액시던트 발생!</u><c><br> 다음과 같은 효과가 발생.<br><br>아군의 $(0) 발생!"""
MissionCond_Enemy1Player1#1,"""<red><u>미션 액시던트 발생!</u><c><br> 다음과 같은 효과가 발생.<br><br>적의 $(0) 상승했다!<br>아군의 $(1) 발생!"""
MissionCond_Enemy2Player1#1,"""<red><u>미션 액시던트 발생!</u><c><br>다음과 같은 효과가 발생.<br><br>적의 $(0), $(1) 상승했다!<br>아군의 $(2) 발생!"""
MissionCond_Player2#1,"""<red><u>미션 액시던트 발생!</u><c><br> 다음과 같은 효과가 발생.<br><br>아군의 $(0), $(1) 발생!"""
MissionCond_Enemy1Player2#1,"""<red><u>미션 액시던트 발생!</u><c><br> 다음과 같은 효과가 발생.<br><br>적의 $(0) 상승했다!<br>아군의 $(1), $(2) 발생!"""
MissionCond_Enemy2Player2#1,"""<red><u>미션 액시던트 발생!</u><c><br>다음과 같은 효과가 발생.<br><br>적의 $(0), $(1) 상승했다!<br>아군의 $(2), $(3) 발생!"""
RoundCond_Enemy1#1,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>적의 $(1) 상승했다!"""
RoundCond_Enemy2#1,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>적의 $(1), $(2) 상승했다!"""
RoundCond_Player1#1,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>아군의 $(1) 발생!"""
RoundCond_Enemy1Player1#1,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>적의 $(1) 상승했다!<br>아군의 $(2) 발생!"""
RoundCond_Enemy2Player1#1,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>적의 $(1), $(2) 상승했다!<br>아군의 $(3) 발생!"""
RoundCond_Player2#1,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>아군의 $(1), $(2) 발생!"""
RoundCond_Enemy1Player2#1,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>적의 $(1) 상승했다!<br>아군의 $(2), $(3) 발생!"""
RoundCond_Enemy2Player2#1,"""<yellow><u>라운드 액시던트 발생!</u><c><br>『$(0) 바퀴』동안, 다음과 같은 효과 발생.<br><br>적의 $(1), $(2) 상승했다!<br>아군의 $(3), $(4) 발생!"""
QuestFreshmanM:EnemyHpUp010#1,"""HP가 10%"""
QuestFreshmanM:EnemyHpUp020#1,"""HP가 20%"""
QuestFreshmanM:EnemyHpUp030#1,"""HP가 30%"""
QuestFreshmanM:EnemyHpUp040#1,"""HP가 40%"""
QuestFreshmanM:EnemyHpUp050#1,"""HP가 50%"""
QuestFreshmanM:EnemyHpUp060#1,"""HP가 60%"""
QuestFreshmanM:EnemyHpUp070#1,"""HP가 70%"""
QuestFreshmanM:EnemyHpUp080#1,"""HP가 80%"""
QuestFreshmanM:EnemyHpUp090#1,"""HP가 90%"""
QuestFreshmanM:EnemyHpUp100#1,"""HP가 100%"""
