TEST#0,"""Isso é um teste."""
LobbyActionLogWindow_TypeB#0,"""<%Function>+<%Decide>:<yellow>Acao Oposta<c>"""
LobbyAction_TypeC#0,"""<pict Sign_TRIANGLE>+<pict Sign_CIRCLE>:<yellow>Acao Oposta<c>"""
LobbyActionLogWindow_TypeC#0,"""<pict Sign_TRIANGLE>+<pict Sign_CIRCLE>:<yellow>Acao Oposta<c>"""
ChangeCtrWindow#0,"""<%ChangeCtrlWindowForward><yellow>Mudar de Janela<c>"""
LobbyAction_Disable_Toast#0,"""Esta Acao do Lobby nao pode ser usada no Salao."""
Term_Area#0,"""$(0)/$(1)"""
Term_Positon#0,"""($(0),$(1),$(2))"""
Term_Hp#0,"""$(0)/$(1)"""
Term_Pp#0,"""$(0)/$(1)"""
Term_ClassSub#0,"""$(0) Lv.$(2)/$(1) Lv. $(3)"""
Term_Class#0,"""$(0) Lv.$(1)"""
BlockForm_Title#0,"""Transferencia de Bloco"""
BlockForm_Title2#0,"""Descricao do Bloco"""
BlockForm_MyRoom#0,"""Mudar para Seu Quarto"""
BlockForm_GuildRoom#0,"""Ir para Seu Quarto da Guilda"""
BlackForm_Cancel#0,"""Voltar"""
BlackForm_Explanation#0,"""Explicacao"""
BlackForm_PremiumSpace#0,"""Area Premium"""
BlockForm_Move_Exp#0,"""Voce vai mudar para outro bloco.<br>Voce vai automaticamente sair da <br>equipe em que esta e quaisquer quests<br>ativas serao canceladas.<br><br>Quaisquer efeitos de boosts recebidos do<br> \""Centro Medico\"" ou de <br>uma quest, tambem serao cancelados."""
BlockForm_MyRoom_Exp#0,"""Voce tem certeza de que quer ir para o seu quarto?"""
BlockForm_GuildRoom_Exp#0,"""Voce quer ir ao seu Quarto da Guilda?"""
BlockForm_Move_Que#0,"""Voce tem certeza de que quer mudar para<br>$(0)?"""
BlockForm_BlockName#0,"""Bloco alvo"""
BlockForm_Error_Full#0,"""Nao e possivel entrar no bloco selecionado<br> pois ele esta com muitos jogadores."""
BlockForm_Error_NotFound#0,"""O bloco selecionado nao foi encontrado.<br><br>[No.1000]"""
BlockForm_Error_Unknown#0,"""Nao foi possivel entrar no bloco selecionado<br>por conta de erros.<br><br>[No.1001]"""
BlockForm_Error_Default#0,"""Voce nao pode entrar neste bloco por conta de um <br>erro desconhecido.<br><br><br>[No.1002]"""
BlockForm_Error_Premium#0,"""Voce tentou mudar para um bloco Premium.<br>Voce nao tem um ticket Premium,<br>ou seu Premium expirou,<br>entao voce nao pode mudar para este bloco.<br><br>[No.1003］"""
BlockForm_Error_Platform#0,"""Voce nao pode mudar para este bloco pois<br>voce esta na plataforma incorreta.<br><br>[No.1004］"""
BlockForm_PublicShip#0,"""Ir para Nave Universal"""
BlockForm_PublicShip_Poka#0,"""Ir para o Lobby de Batalha da Nave Universal"""
BlockForm_PublicShip_Challenge#0,"""Ir para o Lobby de Desafio da Nave Universal"""
BlockForm_PokaLobby#0,"""Ir para o Lobby de Batalha"""
BlockForm_ChallengeLobby#0,"""Ir para o Lobby de Desafio"""
BlockForm_MyShip#0,"""Ir para sua Nave"""
BlockForm_PublicShip_Exp#0,"""Ao mudar para uma nave universal, voce vai ser<br>automaticamente removido de sua equipe e<br>quaisquer quests aceitas vao ser canceladas.<br><br>Alem disso, quaisquer efeitos ganhos atraves<br>de quests que voce aceitou irao desaparecer.<br><br>Transferir para uma nave universal?"""
BlockForm_PublicShip_Exp_TriggerQuest#0,"""<yellow>トリガークエストを受注中です！<c><br><br>共通シップへ移動すると、パーティーから<br>自動的に脱退し、マルチパーティーも含め<br><yellow>クエスト参加者全員がクエスト破棄となります。<c><br>※トリガークエストの再受注可能時間<br>\u3000または回数が残っている場合に限ります。<br><br>また、クエスト内で得られる効果も<br>すべて消えてしまいます。<br><br><red>クエストを開始するために消費した<br>メセタやアイテムは返却されませんので、<br>トラブルの原因になる可能性があります。<br>ご注意ください。<c><br><br>共通シップに移動しますか？"""
BlockForm_MyShip_Exp#0,"""Ao mudar para sua nave, voce vai ser<br>automaticamente removido de sua equipe e<br>quaisquer quests aceitas vao ser canceladas.<br><br>Alem disso, quaisquer efeitos ganhos atraves<br>de quests que voce aceitou irao desaparecer.<br><br>Transferir para sua nave?"""
BlockForm_MyShip_Exp_TriggerQuest#0,"""<yellow>トリガークエストを受注中です！<c><br><br>所属シップへ移動すると、パーティーから<br>自動的に脱退し、マルチパーティーも含め<br><yellow>クエスト参加者全員がクエスト破棄となります。<c><br>※トリガークエストの再受注可能時間<br>\u3000または回数が残っている場合に限ります。<br><br>また、クエスト内で得られる効果も<br>すべて消えてしまいます。<br><br><red>クエストを開始するために消費した<br>メセタやアイテムは返却されませんので、<br>トラブルの原因になる可能性があります。<br>ご注意ください。<c><br><br>所属シップに移動しますか？"""
BlockForm_Move_Exp_TriggerQuest#0,"""<yellow>トリガークエストを受注中です！<c><br><br>ブロックを移動すると、パーティーから<br>自動的に脱退し、マルチパーティーも含め<br><yellow>クエスト参加者全員がクエスト破棄となります。<c><br>※トリガークエストの再受注可能時間<br>\u3000または回数が残っている場合に限ります。<br><br>また、クエスト内で得られる効果も<br>すべて消えてしまいます。<br><br><red>クエストを開始するために消費した<br>メセタやアイテムは返却されませんので、<br>トラブルの原因になる可能性があります。<br>ご注意ください。<c>"""
BlockForm_ToMyShip_Exp#0,"""O pareamento vai ser cancelado<br>se voce transferir para sua nave.<br><br><br>Transferir para sua nave?"""
BlockForm_ToChallengeLobby_Exp#0,"""O ppareamento vai ser cancelado<br>se voce mudar para um lobby de desafio.<br><br><br>Transferir para um lobby de desafio?"""
BlockForm_ToBattleLobby_Exp#0,"""Voce vai ser automaticamente retirado de sua<br>equipe e quaisquer quests ativas serao canceladas<br>se voce transferir para um lobby de batalha.<br><br>Alem disso, quaisquer efeitos especiais ganhos<br>de quests aceitas irao desaparecer.<br><br>Transferir para o lobby de batalha?"""
BlockForm_BattleLobbyToBattleLobby_Exp#0,"""O pareamento sera cancelado<br>se voce mudar para um bloco de batalha.<br><br>Mudar de blocos?"""
BlockForm_BattleLobbyToBattleLobby_Exp_NoMatching#0,"""Isto vai te mover para outro bloco de batalha.<br>Continuar?<br><br><c c0c0c0>※O pareamento na Arena de Batalha usa todos os blocos,<br>entao mover para um bloco diferente nao vai mudar<br>os resultados do pareamento.<c>"""
AreaForm_BridgeArea_Exp#0,"""Transferir para a Ponte de Comando?"""
AreaForm_CafeArea_Exp#0,"""Voce quer ir ao Franka's Cafe?"""
Bond_message#0,"""$(0)<br><br>$(1)"""
InPublicShipToast#0,"""Temporariamente mudou para o uso de naves comuns."""
InChallengeShipToast#0,"""Temporariamente mudou para a Nave de Desafios do servidor."""
InPokaShipToast#0,"""Temporariamente mudou para a Arena de Batalha do servidor."""
BlockForm_Move_Exp_HighLevelQuest#0,"""<red>受注中のクエストは<br>「破棄ペナルティー」対象です！<c><br><br>破棄すると他のプレイヤーに迷惑がかかるため、<br>発生中の緊急クエストを再受注できなくなります。<br>また、強制的に別ブロックへの移動が行われます。<br><br>ブロックを移動すると、パーティーから<br>自動的に脱退して、受注中のクエストが破棄されます。"""
BlockForm_PublicShip_Exp_HighLevelQuest#0,"""<red>受注中のクエストは<br>「破棄ペナルティー」対象です！<c><br><br>破棄すると他のプレイヤーに迷惑がかかるため、<br>発生中の緊急クエストを再受注できなくなります。<br>また、強制的に別ブロックへの移動が行われます。<br><br>共通シップに移動すると、パーティーから<br>自動的に脱退して、受注中のクエストが破棄されます。<br><br>「破棄ペナルティー」を受け、共通シップに移動します。<br>よろしいですか？"""
BlockForm_MyShip_Exp_HighLevelQuest#0,"""<red>受注中のクエストは<br>「破棄ペナルティー」対象です！<c><br><br>破棄すると他のプレイヤーに迷惑がかかるため、<br>発生中の緊急クエストを再受注できなくなります。<br>また、強制的に別ブロックへの移動が行われます。<br><br>所属シップに移動すると、パーティーから<br>自動的に脱退して、受注中のクエストが破棄されます。<br><br>「破棄ペナルティー」を受け、所属シップに移動します。<br>よろしいですか？"""
Master#0,"""Lider da Guilda"""
Manager#0,"""Oficial"""
Common#0,"""Membro"""
Visitor#0,"""Recruta"""
Unknown#0,"""Nao Afiliado"""
NewMail#0,"""Nova Carta"""
NewFriendLIst#0,"""Novo Pedido de Amizade"""
NewParty#0,"""Novo Convite de Equipe"""
NewTeam#0,"""Novo Convite de Guilda"""
NewTrade#0,"""Novo Pedido de Troca"""
NewExpMail#0,"""Carta Entregue"""
NewExpTrade#0,"""Pedido de Troca Enviado"""
NewExpFriendLIst#0,"""Pedido de Amizade Enviado"""
NewExpParty#0,"""Convite de Equipe Enviado"""
NewExpTeam#0,"""Convite de Guilda Enviado"""
NewTitleParty#0,"""Responder ao convite de equipe"""
NewTitleFriend#0,"""Responder ao pedido de amizade"""
NewTitleTeam#0,"""Responder ao convite da Guilda"""
NewTitleTrade#0,"""Responder ao pedido de troca"""
NewCheckMail#0,"""Indeciso"""
NewCheckFriendList#0,"""$(0) te enviou um pedido de amizade.<br>Abrir a janela da Lista de Amigos para responder?<br><br>※Se voce selecionar \""Não\"" voce pode responder depois<br>ao abrir sua Lista de Amigos."""
NewCheckParty#0,"""$(0) te convidou para fazer parte de sua Equipe.<br>Abrir a janela de Juntar-se a Equipe para responder?<br><br>※Se voce selecionar \""Não\"" voce pode responder depois<br>ao abrir os seus Comandos de Equipe."""
NewCheckTrade#0,"""$(0) pediu para fazer troca com voce. Abrir a janela de Troca?"""
NewCheckTeam#0,"""$(0) te convidou para fazer parte de sua Guilda.<br>Abrir a janela de Recrutamento para responder?<br><br>※Se voce selecionar \""Não\"" voce pode responder depois<br>ao abrir os seus Comandos de Equipe."""
PremiumEnd#0,"""Seu conjunto premium ira expirar logo."""
NewQuest#0,"""Confirmar Quest"""
NewExpQuest#0,"""Convite de Quest Enviado"""
AccessConfirm_Vita#0,"""Isto vai abrir uma pagina na web.<br>Voce vai ser desconectado e o<br>jogo vai fechar. Prosseguir?"""
AccessConfirmTitle_Vita#0,"""Web Browser Confirmation"""
Broken_Vita#0,"""Loading failed.<br>Saved data was overwritten."""
Type_1#0,"""Opcoes"""
Type_2#0,"""Sistema"""
Type_3#0,"""Criar"""
Type_4#0,"""Retrato"""
Initialize#0,"""Criando dados salvos... $(0)%"""
Type_5#0,"""Preferencias de Janela"""
title#0,"""Historico de Login (Ultimos 50)"""
login_history_date#0,"""Data de Login"""
login_history_ip#0,"""Endereco de IP"""
login_history_status#0,"""Status"""
login_history_supplement#0,"""※Se houver uma<yellow>verificacao de e-mail<c> ou <yellow>login<c> que voce nao reconhece, contate o suporte.※"""
State_OK#0,"""<green>Conectado.<c>"""
State_OK_PcAuth#0,"""<red>E-mail verificado.<c>"""
State_Error_Account#0,"""<yellow>Erro de Login<c>"""
State_Error_PcAuth#0,"""<yellow>Erro de Verificacao de E-mail<c>"""
State_Error_PcAuth_send#0,"""<yellow>E-mail de verificacao enviado.<c>"""
State_Error_OTP#0,"""<yellow>Erro de Senha Unico<c>"""
State_Reject_Maintenance#0,"""Em manutencao."""
State_Reject_System#0,"""Nao foi possivel fazer login."""
NoDataError#0,"""Incapaz de recuperar informacoes."""
IPAddress#0,"""$(0).$(1).$(2).$(3)"""
DateWeek#0,"""$(1)/$(2)/$(0) ($(3))"""
DateWeek_v#0,"""$(0)/$(1)/$(2)/($(3))"""
DateTime#0,""" $(0):$(1)"""
DateTime_v#0,"""$(0):$(1)"""
Sunday#0,"""Dom."""
Monday#0,"""Seg."""
Tuesday#0,"""Ter."""
Wednesday#0,"""Qua."""
Thursday#0,"""Qui."""
Friday#0,"""Sex."""
Saturday#0,"""Sab."""
Notice_Title#0,"""Senha de Transacao de Itens Nao Definida"""
Notice_Text#0,"""A \""Senha de Transacao de Itens\"" é usada para<br>evitar transacoes de itens caso sua conta<br>seja roubada.<br><br>De modo a fazer uso de utilidades especificas (como troca<br>de itens), voce precisa definir uma senha.<br><br>Informacoes pessoais como data de nascimento, endereco,<br>numero de telefone, numeros de serie, etc sao <yellow>faceis de<br>de adivinhar e nao sao seguras<c>.<br>Por favor nao as use."""
Notice_Button1#0,"""Confirmar"""
Notice_Button2#0,"""Cancelar"""
Edit_Title#0,"""Registro de Senha de Transacao de Itens"""
Edit_Text#0,"""Por favor insira uma senha (Deve ser <yellow>5 numeros<c>)"""
Edit_Menu1#0,"""Senha:"""
Edit_Menu2#0,"""Senha novamente:"""
Edit_Notice#0,"""A senha de Transacao de Itens que voce<br>registrou sera necessaria para fazer troca de itens.<br><br>Por favor digite a senha usando seu mouse<br>e os botoes a direita."""
Edit_NoticeV#0,"""A senha de Transacao de Itens que voce<br>registrou sera necessaria para fazer troca de itens."""
Edit_Button1#0,"""Confirmar"""
Edit_Button2#0,"""Cancelar"""
Edit_KeyShuffle#0,"""Embaralhar"""
Edit_KeyShow#0,"""Mostrar"""
Edit_KeyHide#0,"""Esconder"""
Error_Title#0,"""Senha de Transacao de Itens"""
Error_Button1#0,"""OK"""
Input_Error_Text1#0,"""Por favor certifique-se de preencher ambos os campos de Senha e Repetir Senha igualmente."""
Input_Error_Text2#0,"""Por favor certifique-se de que a senha nova esta correta e escreva-a novamente."""
Input_Error_Text3#0,"""PA senha esta incorreta."""
Complete_Title#0,"""Registro de Senha de Transacao de Itens"""
Complete_Text#0,"""O codigo de Transacao/Troca de Itens foi registrado."""
Complete_Button1#0,"""OK"""
Edit_Error_Title#0,"""Erro"""
Edit_Error_Button1#0,"""OK"""
Entry_Title#0,"""Senha de Transacao de Item"""
Entry_Text#0,"""Por favor insira uma senha (Deve ser <yellow>5 numeros<c>)"""
Entry_Menu1#0,"""Senha"""
Entry_Notice#0,"""Para a seguranca da sua conta, por favor insira<br>sua Senha de Transacao de Itens.<br><br>Se voce inserir uma senha incorreta seis vezes,<br>a sua Senha de Transacao de Itens vai ser trancada.<br>Para alterar ou redefinir a senha, por favor<br>selecione \""Alterar / Redefinir\""."""
Entry_NoticeV#0,"""Se voce insierir uma senha incorreta 6 vezes,<br>sua Senha de Transacao de Itens vai ser trancada.<br><yellow>Para alterar ou redefinir a senha, por favor<br>selecione \""Alterar / Redefinir\"".<c>"""
Entry_Button1#0,"""Confirmar"""
Entry_Button2#0,"""Cancelar"""
Entry_Text2#0,"""Alterar ou remover Senha de Transacao de Itens"""
Entry_Button3#0,"""Alterar / Redefinir"""
Entry_Button4#0,"""Remover"""
Lock_Title#0,"""Erro"""
Lock_Button1#0,"""OK"""
Change_Title#0,"""Alteracao de Senha de Transacao de Itens"""
Change_Text#0,"""Por favor insira uma senha (Deve ser <yellow>5 numeros<c>)"""
Change_Menu1#0,"""Senha anterior:"""
Change_Menu2#0,"""Nova senha:"""
Change_Menu3#0,"""Senha novamente:"""
Change_Notice#0,"""Para a seguranca da sua conta, por favor insira<br>sua Senha de Transacao de Itens.<br>Para redefinir a senha, por favor<br>selecione \""Redefinir senha\""."""
Change_NoticeV#0,"""Uma Senha de Transacao de Itens e<br>necessaria para fazer troca de itens.<br><br>Se voce precisar redefinir sua senha, <br>pressione \""Redefinir senha\""."""
Change_Button2#0,"""Cancelar"""
Change2_Title#0,"""Confirmacao"""
Change2_Text#0,"""Isto vai alterar a Senha de Transacao de Itens para a nova.<br>Voce tem certeza?"""
Change2_Button1#0,"""Sim"""
Change2_Button2#0,"""Nao"""
Changed_Title#0,"""Alteracao de Senha de Transacao de Itens"""
Changed_Text#0,"""A Senha de Transacao de Itens foi alterada."""
Changed_Button1#0,"""OK"""
Remove_Title#0,"""Remocao da Senha de Transacao de Itens"""
Remove_Text#0,"""Por favor insira a senha (Deve ser <yellow>5 numeros<c>)"""
Remove_Menu1#0,"""Senha"""
Remove_Notice#0,"""Por favor insira a senha usando seu mouse<br>e os botoes a direita.<br><br>O sistema vai ser trancado se voce inserir uma<br>senha incorreta 6 vezes."""
Remove_NoticeV#0,"""Se voce inserir uma senha incorreta 6 vezes, <br>sua Senha de Transacao de Itens sera trancada.<br><yellow>Para alterar ou redefinir a senha, por favor<br>selecione \""Alterar / Redefinir\"".<c>"""
Remove_Button1#0,"""Remover"""
Remove_Button2#0,"""Cancelar"""
Remove2_Title#0,"""Confirmacao"""
Remove2_Text#0,"""Isto vai remover a Senha de Transacao de Itens. <br>Continuar?"""
Remove2_Button1#0,"""Sim"""
Remove2_Button2#0,"""Nao"""
Removed_Title#0,"""Remocao de Senha de Transacao de Itens"""
Removed_Text#0,"""Senha de Transacao de Itens removida."""
Removed_Button1#0,"""OK"""
Edit_NoticePS4#0,"""登録したアイテム取引パスワードは<br>アイテムを取引する際に必要となります。<br><br>右に表示されているボタンから、マウスを使って<br>パスワードを入力することも可能です。"""
Entry_NoticePS4#0,"""右に表示されているボタンから、マウスを使って<br>パスワードを入力することも可能です。<br><br>正しくないパスワードが6回入力されると<br>アイテム取引パスワードがロックされます。<br><yellow>パスワードを忘れた場合は、オンラインマニュアルの<br>「アイテム取引パスワード」項目をご確認ください。<c>"""
Entry_Button5#0,"""Redefinir Senha"""
Change_NoticePS4#0,"""右に表示されているボタンから、マウスを使って<br>パスワードを入力することも可能です。<br>パスワードをリセットする場合は<br>「パスワードのリセット」を選択してください。"""
Remove_NoticePS4#0,"""右に表示されているボタンから、マウスを使って<br>パスワードを入力することも可能です。<br><br>正しくないパスワードが6回入力されると<br>アイテム取引パスワードがロックされます。"""
Erase_Title#0,"""Redefinir Senha de Transacao de Itens"""
Erase_Text#0,"""Isto vai redefinir sua Senha de Transacao de Itens<br>e voce precisara escolher uma nova<br>na proxima vez que voce fizer login.<br><br>Continuar?"""
Erased_Text#0,"""A Senha de Transacao de Itens foi redefinida."""
VitaOpenWeb_Title#0,"""Confirmacao via Navegador da Web"""
VitaOpenWeb_Text#0,"""Isto vai abrir uma pagina da web.<br>Voce sera desconectado e o<br>jogo ira fechar. Prosseguir?"""
Erase_Error#0,"""Voce nao pode definir uma nova Senha de Transacao de Itens<br>enquanto estiver conectado.<br><br>Voce pode redefinir sua Senha de Transacao de Itens <br>atraves do site de suporte ao jogador.<br><br>Voce quer redefinir a senha da pagina de suporte?"""
TimeSaleMessage#0,"""Neste momento, uma venda em $(2) esta acontecendo!<br><br>$(0)<br><br>$(1)まで"""
GmMsg_000#0,"""予告：$(0)月$(1)日$(2)時$(3)分よりアークスシップ全艦を挙げての第$(4)回アークスシップ対抗戦を開催予定。多くのアークスの参加を期待している。以上。"""
GmMsg_001#0,"""通達：現在、第$(0)回アークスシップ対抗戦\u3000第$(1)ラウンドを開催中。参加するアークス各員は目標を確認し、状況を開始せよ。以上。"""
GmMsg_002#0,"""予告：$(0)月$(1)日$(2)時$(3)分より第$(4)ラウンドを開始する。参加するアークス各員は準備を整え待機せよ。以上。"""
GmMsg_003#0,"""通達：これより第$(0)ラウンドを開始する。参加するアークス各員は目標を確認し、状況を開始せよ。以上。"""
GmMsg_004#0,"""通達：第$(0)ラウンドの終了を宣言する。結果発表まで、しばし待機せよ。以上。"""
GmMsg_005#0,"""報告：$(0)月$(1)日$(2)時$(3)分よりショップエリア、巨大モニター前にて、先ほど終了した第$(4)ラウンドの結果発表を行う。以上。"""
GmMsg_006#0,"""通達：現時刻を以て、アークスシップ全艦を挙げての第$(0)回アークスシップ対抗戦を終了する。全アークスの健闘に感謝する。最終結果の発表まで、今しばし待機せよ。以上。"""
GmMsg_007#0,"""報告：$(0)月$(1)日$(2)時$(3)分より第$(4)回アークスシップ対抗戦最終結果の発表をショップエリア、巨大モニター前にて行う。至急集合されたし。以上。"""
GmMsgF_000#0,"""ご連絡：$(0)月$(1)日$(2)時$(3)分よりアークスシップ全艦をあげての第$(4)回アークスシップ対抗戦を開催いたします。"""
GmMsgF_001#0,"""お知らせ：現在、第$(0)回アークスシップ対抗戦\u3000第$(1)ラウンドを開催中となります。皆々様、ご健闘いただけると幸いです。"""
GmMsgF_002#0,"""ご連絡：$(0)月$(1)日$(2)時$(3)分より第$(4)ラウンドとなります。参加される皆々様につきましては、ご準備のほどを宜しくお願いいたします。"""
GmMsgF_004#0,"""お知らせ：第$(0)ラウンドは終了となります。皆々様、結果発表まで今しばしお待ちいただきますよう、宜しくお願いいたします。"""
GmMsgF_005#0,"""ご報告：$(0)月$(1)日$(2)時$(3)分よりショップエリア、巨大モニター前にて、先程終了いたしましたラウンドの結果発表を行います。皆々様、お集まりくださいませ。"""
GmMsgF_006#0,"""お知らせ：現時刻をもちまして、アークスシップ全艦をあげての第$(0)回アークスシップ対抗戦を終了とさせていただきます。皆々様の健闘に、心より感謝を申し上げます。"""
GmMsgF_007#0,"""ご報告：$(0)月$(1)日$(2)時$(3)分より第$(4)回アークスシップ対抗戦最終結果の発表をショップエリア、巨大モニター前にて行います。皆々様、お集まりくださいますよう、宜しくお願いいたします。"""
PetKind00001#0,"""Wanda"""
PetKind00002#0,"""Torim"""
PetKind00003#0,"""Cery"""
PetKind00004#0,"""Maron"""
PetKind00005#0,"""Melon"""
PetKind00006#0,"""Viola"""
PetKind00007#0,"""Rappy"""
PetKind00008#0,"""Synchro"""
PetKind00009#0,"""Jinga"""
PetKind00010#0,"""Aero"""
PetKind00011#0,"""Popple"""
PetKind00012#0,"""Redran"""
PetKind00013#0,"""Glass"""
PetKind00014#0,"""Vulcan"""
Ship01#0,"""Nave01: Feoh"""
Ship02#0,"""Nave02: Ur"""
Ship03#0,"""Nave03: Thorn"""
Ship04#0,"""Nave04: Ansur"""
Ship05#0,"""Nave05: Laguz"""
Ship06#0,"""Nave06: Ken"""
Ship07#0,"""Nave07: Geofu"""
Ship08#0,"""Nave08: Wynn"""
Ship09#0,"""Nave09: Hagall"""
Ship10#0,"""Nave10: Nauthiz"""
Self01_01#0,"""Self01_01"""
Self01_02#0,"""Self01_02"""
Self02_01#0,"""Self02_01"""
Self02_02#0,"""Self02_02"""
Ship01_01#0,"""Nave01"""
Ship01_02#0,"""Nave02"""
Ship01#1,"""Nave01"""
Ship02#1,"""Nave02"""
Ship03#1,"""Nave03"""
Ship04#1,"""Nave04"""
Ship05#1,"""Nave05"""
Ship06#1,"""Nave06"""
Ship07#1,"""Nave07"""
Ship08#1,"""Nave08"""
Ship09#1,"""Nave09"""
Ship10#1,"""Nave10"""
AcQuickChargeCoin#0,"""$(0)<pict Arcscash>"""
AcQuickChargePrice#0,"""￥$(0) (Imposto Incluso)"""
AcQuickChargeTitle#0,"""Cobranca Rapida de AC"""
AcQuickChargeMessage#0,"""A quantia seguinte de Cobranca de AC <br>vai ser cobrado do seu cartao de credito de pagamento.<br>Continuar?<br><br>Quantia de Cobranca AC: $(0)<br>Valor: $(1)"""
AcQuickChargeCompTitle#0,"""Cobranca Rapida de AC"""
AcQuickChargeComp#0,"""<pict Arcscash> Cobranca Rapida de AC Completada."""
AcChargeComp#0,"""<pict Arcscash>Cobrado <pict Arcscash> $(0) AC."""
AcQuickChargeErrorTitle#0,"""Erro de Cobranca de AC"""
AcQuickChargeError#0,"""Falha na Cobranca Rapida de AC."""
MenuCharge#0,"""Cobranca Rapida de AC"""
MenuButtonChargeGo#0,"""Cobranca Rapida de AC"""
MenuButtonChancel#0,"""Cancelar"""
MenuButtonWebGo#0,"""Cobrar da Pagina da Web"""
MenuButtonPsStoreGo#0,"""Cobranca de AC da PlayStation®Store"""
MenuButtonLawConfirm#0,"""Mostrar Acordo de Politica"""
Acnum#0,"""Quantia de Cobranca de AC"""
ACPrice#0,"""Preco"""
Quick_Guide#0,"""Defina a quantia de AC que voce deseja adquirir <br>e selecione \""Recarga rapida de AC\"".<br><br>Voce tambem pode recarregar AC e mudar suas<br>informacoes registradas no site do jogador."""
Quick_Guide_PS4#0,"""購入するACチャージ額を選択し<br>「ACクイックチャージする」を選択してください。<br><br>「PlayStation®StoreからACチャージする」を<br>選ぶこともできます。"""
ACChargeSelect_Title#0,"""Selecao de Recarga de AC"""
ACChargeSelect_Message#0,"""Selecione o metodo pelo qual voce deseja recarregar o AC."""
ACChargeSelect_Button_Quick#0,"""Recarga Rapida de AC"""
ACChargeSelect_Button_Web#0,"""Pagar usando sua SEGA ID"""
ACChargeSelect_Button_LinePay#0,"""<pict linepay_icon> Cobrar com LINE Pay"""
ACChargeSelect_Button_MerPay#0,"""<pict merpay_icon> Cobrar com MerPay"""
ACChargeSelect_Button_NeShop#0,"""Pagar usando a Nintendo eShop"""
ACChargeSelect_Desc_Quick#0,"""\""Recarga Rapida de AC\"" foi configurada na sua conta, agora voce pode usar esta utilidade para adquirir AC."""
ACChargeSelect_Desc_Web#0,"""Carrega a Pagina de Compra de ARKS Cash (AC) numa janela de navegador externa.<br><br>※Uma SEGA ID é necessaria.<br>※Se voce ja configurou o metodo de Recarga Rapid anteriormente, entao voce podera usar esta funcao."""
ACChargeSelect_Desc_LinePay#0,"""Pague por AC usand LINE Pay.<br><br>Um smartphone com o aplicativo \""LINE\"" é necessario para escanear um codigo de barras unico que te permite comprar AC.<br><br>Alem disso, <yellow>se voce estiver abaixo da idade legal em seu pais, voce precisara da permissao de um pai ou guardiao legal <br>antes de poder comprar AC<c>."""
ACChargeSelect_Desc_MerPay#0,"""メルペイでACをチャージします。<br><br>二次元コードを読み取るために、<br>スマートフォンやタブレットなどの端末上に<br>アプリケーション「メルカリ」が必要です。<br><br>また、<yellow>未成年の方のご利用には<br>保護者の同意が必要<c>となります。"""
ACChargeSelect_Desc_NeShop#0,"""Use seu credito da Nintendo eShop para pagar por AC."""
PayCharge_MenuTitle#0,"""Pague usando LINE Pay"""
PayCharge_MenuTitle_MerPay#0,"""Cobrar com MerPay"""
PayCharge_MenuQRButton#0,"""Proximo"""
PayCharge_MenuReturnButton#0,"""Voltar"""
PayCharge_MenuExplain#0,"""Selecione a quantia de AC que voce deseja<br>comprar, e depois pressione \""Proximo\""."""
PayCharge_MenuDetails#0,"""Comprando AC com LINE Pay.<br><br>A quantia selecionada sera deduzida do saldo do seu LINE Pay.<br><br>Um smartphone ou tablet com o aplicativo \""LINE\"" é necessario.<br><br><yellow>[Voce pode instalar LINE escaneando este codigo de barras.]<c>"""
PayCharge_MenuDetails_Merpay#0,"""メルペイでACをチャージします。<br><br>選択した価格分の金額が<br>メルペイで支払われます。<br><br>メルペイを利用するには<br>スマートフォンやタブレットなどの端末上に<br>アプリケーション「メルカリ」が必要です。<br><br><yellow>【メルカリのインストールはこちら】<c>"""
PayCharge_QRTitle#0,"""Pagar usando LINE Pay"""
PayCharge_QRTitle_MerPay#0,"""Cobrar com MerPay"""
PayCharge_QRExplainUp#0,"""A quantia selecionada de AC sera cobrada.<br>Escaneie o codigo de barras para continuar a<br>transacao."""
PayCharge_QRExplainDown#0,"""Numero do codigo: $(0)"""
PayCharge_QRDetails#0,"""No seu smartphone, inicie o aplicativo \""LINE\"" e escaneie o QR code a esquerda.<br><br><yellow>[Como usar LINE Pay]<c><br>Do menu de tres pontos na parte debaixo da tela, escolha \""Rabbit LINE Pay\"". Toque \""Escanear QR Code\"" e entao escaneie o QR code exibido no jogo para continuar. De la, insira sua senha de 6 digitos e confirme o pagamento.<br><br><yellow>[Se voce nao conseguir ler o QR code]<c><br>Se voce nao conseguir escanear o QR code, voce pode inserir o numero do codigo na parte de baixo do QR code em vez de pressionar em \""Enter Code Number\"" da parte de baixo da tela com \""Scan QR Code\"".<br><br><yellow>O servico esta apenas disponivel em contas LINE Japonesas.<c>"""
PayCharge_QRDetails_MerPay#0,"""アプリケーション「メルカリ」を起動して<br>表示されている二次元コードを<br>読み取ってください。<br><br><yellow>【読み取り方】<c><br>スマートフォンやタブレットの端末上で<br>メルカリを起動し、「メルペイ」タブ内の<br>「読み取り」を選択して二次元コードを<br>読み取ってください。"""
PayCharge_RedrawTitle#0,"""Confirmacao de Atualizacao do Codigo de Barras 2D"""
PayCharge_RedrawMessage#0,"""O Codigo de barras 2D expirou.<br>Por favor pressione \""Atualizar\"" e tente novamente."""
