CorrectionAssignMapTitle#0,"""조작 설정 복원"""
Config_Reb_061_Hint#0,"""서라운드 효과의 ON/OFF를 바꿉니다."""
Config_Reb_061_Select_0#0,"""OFF"""
Config_Reb_061_Select_1#0,"""ON"""
Config_Reb_062_Name#0,"""글로벌 포커스 사운드"""
Config_Reb_062_Hint#0,"""게임 화면이 활성화 되어 있지 않을 때도<br>사운드를 재생할지 설정합니다."""
Config_Reb_062_Select_0#0,"""OFF"""
Config_Reb_062_Select_1#0,"""ON"""
Config_Reb_063_Name#0,"""스크린샷 저장 포맷"""
Config_Reb_063_Hint#0,"""스크린샷의 저장 포맷을 설정합니다."""
Config_Reb_063_Select_0#0,"""JPEG"""
Config_Reb_063_Select_1#0,"""PNG"""
Config_Reb_063_Select_2#0,"""BMP"""
Config_Reb_064_Name#0,"""스크린샷 촬영시 UI 표시 설정"""
Config_Reb_064_Hint#0,"""스크린샷을 저장할 때<br>UI (윈도우 등의 인터페이스)를<br>표시할지 설정합니다.<br><br><yellow>※게임 내 촬영 기능만 적용됩니다.<c>"""
Config_Reb_064_Select_0#0,"""전부 표시"""
Config_Reb_064_Select_1#0,"""말풍선만 표시"""
Config_Reb_064_Select_2#0,"""표시 안함"""
Config_Reb_065_Name#0,"""이펙트 광원"""
Config_Reb_065_Hint#0,"""이펙트와 관련된 라이팅 ON/OFF를 변경합니다.<br>※OFF로 전환하면 처리가 다소 가벼워집니다"""
Config_Reb_065_Select_0#0,"""OFF"""
Config_Reb_065_Select_1#0,"""ON"""
Config_Reb_066_Name#0,"""지형 광원"""
Config_Reb_066_Hint#0,"""지형과 관련된 조명의 ON/OFF를 변경합니다.<br>※OFF로 전환하면 처리가 다소 가벼워집니다"""
Config_Reb_066_Select_0#0,"""OFF"""
Config_Reb_066_Select_1#0,"""ON"""
Config_Reb_067_Name#0,"""블룸 처리"""
Config_Reb_067_Hint#0,"""밝은 부분에 필터를 적용시켜 화면 전체를<br>한층 더 예쁘게 보이게 하는 효과의<br>ON/OFF를 변경합니다.<br>※OFF로 전환하면 처리가 다소 가벼워집니다"""
Config_Reb_067_Select_0#0,"""OFF"""
Config_Reb_067_Select_1#0,"""ON"""
Config_Reb_068_Name#0,"""피사계 심도"""
Config_Reb_068_Hint#0,"""일부 이벤트 장면 등에서 배경을<br>흐리게 하는 효과의 ON/OFF를 변경합니다.<br><br>※OFF로 전환하면 처리가 다소 가벼워집니다"""
Config_Reb_068_Select_0#0,"""OFF"""
Config_Reb_068_Select_1#0,"""ON"""
Config_Reb_069_Name#0,"""블러"""
Config_Reb_069_Hint#0,"""카메라나 캐릭터의 움직임에 맞추어<br>잔상과 같은 효과를 표현하는 기능의<br>ON/OFF를 변경합니다.<br>※OFF로 전환하면 처리가 다소 가벼워집니다"""
Config_Reb_069_Select_0#0,"""OFF"""
Config_Reb_069_Select_1#0,"""ON"""
Config_Reb_070_Name#0,"""라이트 샤프트"""
Config_Reb_070_Hint#0,"""빛이 태양을 중심으로 확산되는 표현의<br>ON/OFF를 변경합니다.<br>※OFF로 전환하면 처리가 다소 가벼워집니다"""
Config_Reb_070_Select_0#0,"""OFF"""
Config_Reb_070_Select_1#0,"""ON"""
Config_Reb_071_Name#0,"""안티에일리어싱"""
Config_Reb_071_Hint#0,"""곡선이나 대각선의 선을 매끄럽게 그리는 기능입니다.<br><br>설정에 따라 처리 부하가 달라져<br>OFF로 전환하면 처리가 다소 가벼워집니다<br><br>※TAA를 포함한 설정으로 하면<br>일부 『PSO2』아이템 등의<br>외형이 달라질 수 있습니다."""
Config_Reb_071_Select_0#0,"""OFF"""
Config_Reb_071_Select_1#0,"""FXAA"""
Config_Reb_071_Select_2#0,"""TAA"""
Config_Reb_071_Select_3#0,"""TAA + FXAA"""
Config_Reb_072_Name#0,"""-"""
Config_Reb_072_Hint#0,"""-"""
Config_Reb_072_Select_0#0,"""-"""
Config_Reb_072_Select_1#0,"""-"""
Config_Reb_073_Name#0,"""-"""
Config_Reb_073_Hint#0,"""-"""
Config_Reb_073_Select_0#0,"""-"""
Config_Reb_073_Select_1#0,"""-"""
Config_Reb_074_Name#0,"""앰비언트 오클루전"""
Config_Reb_074_Hint#0,"""물체의 모서리에 생기는 그림자를<br>더욱 정밀하게 묘사하는 기능의<br>ON/OFF를 설정합니다.<br>OFF로 설정할 경우 처리가 다소 가벼워집니다."""
Config_Reb_074_Select_0#0,"""OFF"""
Config_Reb_074_Select_1#0,"""ON"""
Config_Reb_075_Name#0,"""주연감광"""
Config_Reb_075_Hint#0,"""화면의 외연부를 어둡게 하는 기능의<br>ON/OFF를 바꿉니다.<br>OFF로 설정할 경우 처리가 다소 가벼워집니다."""
Config_Reb_075_Select_0#0,"""OFF"""
Config_Reb_075_Select_1#0,"""ON"""
Config_Reb_076_Name#0,"""색조 톤 곡선"""
Config_Reb_076_Hint#0,"""화면 전체의 색조, 대비, 밝기를 필드마다 조정하는 기능의<br>ON/OFF를 설정합니다.<br><br>OFF로 설정할 경우 처리가 다소 가벼워집니다."""
Config_Reb_076_Select_0#0,"""OFF"""
Config_Reb_076_Select_1#0,"""ON"""
Config_Reb_077_Name#0,"""-"""
Config_Reb_077_Hint#0,"""-"""
Config_Reb_077_Select_0#0,"""-"""
Config_Reb_077_Select_1#0,"""-"""
Config_Reb_078_Name#0,"""해상도 자동 축소 기능"""
Config_Reb_078_Hint#0,"""부하가 높을 때해상도를 낮춰<br>높은 프레임 레이트를 유지하는 기능의<br>ON/ON를 설정합니다.<br>OFF로 하시면 전투 증 등일 때<br>프레임 레이트가 낮아질 수 있습니다."""
Config_Reb_078_Select_0#0,"""OFF"""
Config_Reb_078_Select_1#0,"""ON"""
Config_Reb_079_Name#0,"""상세하게 표시 할 캐릭터 수"""
Config_Reb_079_Hint#0,"""무기 등을 상세하게 묘사 할<br>캐릭터의 최대 수를 설정합니다.<br>치를 내리면 처리가 다소 가벼워집니다."""
Config_Reb_080_Name#0,"""다른 플레이어의 효과 불투명도"""
Config_Reb_080_Hint#0,"""다른 플레이어 주위에 발생하는 이펙트를<br>어느 정도로 명확하게 표시할지를 설정합니다.<br><br>수치를 낮추면 이펙트가 옅어집니다."""
Config_Reb_081_Name#0,"""그림자 품질"""
Config_Reb_081_Hint#0,"""물체에 떨어지는 그림자를 어느정도로<br>정밀하게 묘사할지를 설정합니다.<br>수치를 낮추면 처리가 다소 가벼워집니다."""
Config_Reb_082_Name#0,"""카메라 라이트"""
Config_Reb_082_Hint#0,"""카메라가 향하고 있는 방향의 광량을 조절해서<br>캐릭터 등의 밝기를 설정합니다.<br>수치를 0으로 하면 처리가 다소 가벼워집니다."""
Config_Reb_083_Name_old#0,"""에너미 가이드 표시"""
Config_Reb_083_Hint_old#0,"""레이더 맵의 에너미 가이드 표시를 설정합니다."""
Config_Reb_083_Select_0#0,"""표시 안함"""
Config_Reb_083_Select_1#0,"""전환 할때만 표시"""
Config_Reb_084_Name#0,"""교전 중 마커 표시"""
Config_Reb_084_Hint#0,"""교전 중 범위에서 마커의 표시 방법을 설정합니다."""
Config_Reb_084_Select_0#0,"""항상 표시"""
Config_Reb_084_Select_1#0,"""잠깐 표시"""
Config_Reb_084_Select_2#0,"""표시 안함"""
Config_Reb_085_Name#0,"""월 킥의 실행"""
Config_Reb_085_Hint#0,"""월 킥을 자동으로 할 것인지,<br>수동으로 할 것인지를 설정합니다."""
Config_Reb_085_Select_0#0,"""자동"""
Config_Reb_085_Select_1#0,"""수동"""
Config_Reb_083_Name#0,"""화면의 진동"""
Config_Reb_083_Hint#0,"""에너미 공격 등에 의한  카메라의 진동을<br>화면에 반영할지 설정합니다.<br><br><yellow>※이벤트 자 ㅇ면 연출에는 적용되지 않습니다."""
Config_Reb_086_Name#0,"""대형 에너미 카메라"""
Config_Reb_086_Hint#0,"""대형 에너미와의 전투 중 카메라를<br>광각으로 할지 설정합니다."""
Config_Reb_086_Select_0#0,"""OFF"""
Config_Reb_086_Select_1#0,"""ON"""
Config_Reb_088_Name#0,"""ジャストアタックリング表示"""
Config_Reb_088_Hint#0,"""ジャストアタックの表示の濃さを設定します。"""
Config_Reb_088_Select_0#0,"""普通"""
Config_Reb_088_Select_1#0,"""薄い"""
Config_Reb_088_Select_2#0,"""非表示"""
Config_Reb_089_Name#0,"""록온 우선 대상"""
Config_Reb_089_Hint#0,"""록온을 할 대상을 정할 때<br>카메라가 향하는 쪽을 우선시 할지<br>캐릭터가 향하는 쪽을 우선시 할지<br>설정합니다."""
Config_Reb_089_Select_0#0,"""카메라 방향"""
Config_Reb_089_Select_1#0,"""캐릭터 방향"""
Config_Reb_090_Name#0,"""스탬프 효과음 재생"""
Config_Reb_090_Hint#0,"""스탬프의 효과음이나 음성을<br>재생할지 설정합니다.<br><br><yellow>※“재생하지 않음”을 선택하면<br>자신의 스탬프도 다른 플레이어의<br>스탬프도 효과음이나 음성이 재생되지 않습니다.<c>"""
Config_Reb_090_Select_0#0,"""재생"""
Config_Reb_090_Select_1#0,"""내 주변만 재생 안함"""
Config_Reb_090_Select_2#0,"""재생 안함"""
Config_Reb_108_Name#0,"""스크린 스페이스 리플렉션"""
Config_Reb_108_Hint#0,"""일부 지형 촬영 시<br>퀄리티를 향상시키는 기능의<br>ON/OFF를 설정합니다.<br>OFF로 설정할 경우 처리가 다소 가벼워집니다."""
Config_Reb_106_Name#0,"""스크린 스페이스 섀도우"""
Config_Reb_106_Hint#0,"""물체에 떨어지는 일부 그림자를<br>더욱 정밀하게 묘사하는 기능의<br>ON/OFF를 설정합니다.<br><br>OFF로 설정할 경우 처리가 다소 가벼워집니다."""
Config_Reb_093_Name#0,"""구름 품질"""
Config_Reb_093_Hint#0,"""구름을 얼마나 정밀하게<br>묘사할지 설정합니다.<br><br>수치를 낮추면 처리가 다소 가벼워집니다"""
Config_Reb_093_Select_0#0,"""낮음"""
Config_Reb_093_Select_1#0,"""중간"""
Config_Reb_093_Select_2#0,"""높음"""
Config_Reb_094_Name#0,"""파티클 품질"""
Config_Reb_094_Hint#0,"""이펙트의 파티클(입자)를<br>얼마나 정밀하게 묘사할지 설정합니다.<br><br>수치를 낮추면 처리가 다소 가벼워집니다."""
Config_Reb_095_Name#0,"""퍼 표현"""
Config_Reb_095_Hint#0,"""일부 코스튬이나 캐릭터의 모피와 모발<br>등을 좀 더 정밀하게 묘사하는 기능의<br>ON/OFF를 설정합니다.<br><br>OFF로 설정할 경우 처리가 다소 가벼워집니다."""
Config_Reb_096_Name#0,"""안티 스페큘러 에일리어싱"""
Config_Reb_096_Hint#0,"""광택 표현의 노이즈를 줄이고<br>더욱 선명하게 묘사하는 기능의<br>ON/OFF를 설정합니다.<br>OFF로 설정할 경우 처리가 다소 가벼워집니다."""
Config_Reb_097_Name#0,"""글로벌 일루미네이션"""
Config_Reb_097_Hint#0,"""자연스러운 조명 효과를 통해<br>화면 전체를 더 예쁘게 보이는 효과의<br>ON/OFF를 설정합니다.<br><br>OFF로 설정할 경우 처리가 다소 가벼워집니다.<br><br><yellow>※재로그인 후 변경이 적용됩니다.<c>"""
Config_Reb_098_Name#0,"""테셀레이션"""
Config_Reb_098_Hint#0,"""일부 지형의 기복을 더욱 정밀하게 묘사는 기능의<br>ON/OFF를 설정합니다.<br><br>OFF로 설정할 경우 처리가 다소 가벼워집니다."""
Config_Reb_099_Name#0,"""V-Sync"""
Config_Reb_099_Hint#0,"""画面描画のズレを抑える機能です。<br><br>フレームレートがディスプレイの<br>リフレッシュレートよりも低い場合は<br>自動的に無効になります。"""
Config_Reb_100_Name#0,"""텍스쳐 필터링"""
Config_Reb_100_Hint#0,"""텍스처의 부드러움을 설정합니다.<br><br>설정에 따라 처리 부하가 다르며<br>“바이리니어”로 하면 처리가 약간 가벼워집니다.<br><br><yellow>※재로그인 후 변경사항이 적용됩니다.<c>"""
Config_Reb_100_Select_0#0,"""바이리니어"""
Config_Reb_100_Select_1#0,"""트라이니어"""
Config_Reb_100_Select_2#0,"""이방성x4"""
Config_Reb_100_Select_3#0,"""이방성x8"""
Config_Reb_100_Select_4#0,"""이방성x16"""
Config_Reb_101_Name#0,"""텍스쳐 렌더링"""
Config_Reb_101_Hint#0,"""텍스쳐의 해상도를 설정합니다.<br>설정을 “낮음”으로 하면 처리가 약간 가벼워집니다.<br><yellow>※재로그인 후 변경사항이 적용됩니다.<c>"""
Config_Reb_101_Select_0#0,"""낮음"""
Config_Reb_101_Select_1#0,"""중간"""
Config_Reb_101_Select_2#0,"""높음"""
Config_Reb_101_Select_3#0,"""최고"""
Config_Reb_102_Name#0,"""최대 프레임 레이트"""
Config_Reb_102_Hint#0,"""최대 프레임 레이트를 설정합니다."""
Config_Reb_102_Select_0#0,"""무제한"""
Config_Reb_102_Select_1#0,"""30fps"""
Config_Reb_102_Select_2#0,"""60fps"""
Config_Reb_102_Select_3#0,"""90fps"""
Config_Reb_102_Select_4#0,"""120fps"""
Config_Reb_102_Select_5#0,"""144fps"""
Config_Reb_102_Select_6#0,"""165fps"""
Config_Reb_103_Name#0,"""지형 등의 표시 거리"""
Config_Reb_103_Hint#0,"""상세한 지형이나 에너미 등의<br>표시 거리를 설정합니다.<br><br>수치를 낮추면 처리가 다소 가벼워집니다.<br><yellow>※재로그인 후 변경사항이 적용됩니다.<c>"""
Config_Reb_104_Name#0,"""비 활성화 시 프레임율 제한"""
Config_Reb_104_Hint#0,"""게임 화면이 활성화 되어 있지 않을 때<br>프레임율을 내리고 처리를 가볍게 하는 기능의<br>ON/OFF를 변경합니다."""
Config_Reb_104_Choices_0#0,"""무효"""
Config_Reb_104_Choices_1#0,"""有効"""
Config_Reb_105_Name#0,"""画面の明るさ"""
Config_Reb_105_Hint#0,"""画面の明るさを設定します。<br>数値を下げると画面全体の明るさを<br>おさえることができます。"""
Config_Reb_107_Name#0,"""周囲に装備を見せる"""
Config_Reb_107_Hint#0,"""周囲に装備が見えるようにするか設定します。"""
Config_Reb_107_Select_0#0,"""見えない"""
Config_Reb_107_Select_1#0,"""見える"""
Config_Reb_109_Name#0,"""간단 그래픽 설정"""
Config_Reb_109_Hint#0,"""그래픽을 일괄 설정합니다."""
Config_Reb_109_Select_0#0,"""변경"""
Config_Reb_043_Name#0,"""-"""
Config_Reb_043_Select_0#0,"""-"""
Config_Reb_043_Select_1#0,"""-"""
Config_Reb_043_Hint#0,"""-"""
Config_Reb_110_Name#0,"""타인의 악세서리 숨기기 기능"""
Config_Reb_110_Select_0#0,"""사용 안함"""
Config_Reb_110_Select_1#0,"""블록 리스트 대상자"""
Config_Reb_110_Select_2#0,"""모든 캐릭터"""
Config_Reb_110_Hint#0,"""다른 캐릭터의 악세서리를<br><yellow>숨김<c>으로 할지 설정합니다."""
Config_Reb_111_Name#0,"""フォトンブラスト表示数"""
Config_Reb_111_Hint#0,"""フォトンブラストの表示数を設定します。<br>数値を下げると処理が多少軽くなります。<br>"""
Config_Reb_112_Name#0,"""이펙트 왜곡 표현"""
Config_Reb_112_Hint#0,"""이펙트가 공간을 왜곡시키는 효과의<br>ON/OFF를 전환합니다.<br>OFF로 설정할 경우 처리가 다소 가벼워집니다."""
Config_Reb_113_Name#0,"""3D 렌더링 해상도"""
Config_Reb_113_Hint#0,"""3D 표시의 해상도를 성정합니다.<br><br>설정을 “낮음”으로 하면 처리가 다소 가벼워집니다."""
Config_Reb_113_Select_0#0,"""낮음"""
Config_Reb_113_Select_1#0,"""중간"""
Config_Reb_113_Select_2#0,"""높음 (표준)"""
Config_Reb_115_Name#0,"""에스테 체형 변경 동기 설정 2"""
Config_Reb_115_Choices_0#0,"""자동 변환 하기"""
Config_Reb_115_Choices_1#0,"""개별로 편집하기"""
Config_Reb_115_Hint#0,"""에스테에서 코스튬이나 캐스트<br>파츠 등을 변경할 때<br><yellow><PSO2:NGS>와 <PSO2>의 체형<c>을<br>자동으로 변환할지<br>개별적으로 편집할지 설정합니다."""
Config_Reb_116_Name#0,"""태스크 수주 시 가이드 전환"""
Config_Reb_116_Hint#0,"""NPC에게서 태스크를 수주했을 때<br>가이드 정보를 자동으로 전환할지 설정합니다."""
Config_Reb_116_Select_0#0,"""전환하지 않음"""
Config_Reb_116_Select_1#0,"""전환한다"""
Config_Reb_045_Name#0,"""일반 시점 : 마우스의 회전 속도 보정"""
Config_Reb_045_Hint#0,"""마우스 조작 시 카메라의 회전 속도를 설정합니다.<br>수치를 낮추면 회전 속도가 느려집니다.<br><br><yellow>※일반 시점에만 적용됩니다.<c>"""
Config_Reb_046_Name#0,"""TPS 시점 : 마우스의 회전 속도 보정"""
Config_Reb_046_Hint#0,"""마우스 조작 시 카메라의 회전 속도를 설정합니다.<br>수치를 낮추면 회전 속도가 느려집니다.<br><br><yellow>※TPS 시점에만 적용됩니다.<c>"""
Config_Reb_118_Name#0,"""다이브 어택 동시입력 발동"""
Config_Reb_118_Hint#0,"""다이브 어택을<%Jump>＋<%NormalAttack>로 발동할지를 설정합니다.<br>※다이브 어택은 서브 팔레트로 설정해<br> 사용할 수 있습니다."""
Config_Reb_118_Select_0#0,"""사용 안함"""
Config_Reb_118_Select_1#0,"""사용"""
Config_Reb_119_Name#0,"""탐색 섹션의 캐릭터 표시 수"""
Config_Reb_119_Hint#0,"""탐색 섹션에서 표시할<br>캐릭터의 최대 수를 설정합니다.<br><br>수치를 낮추면 처리가 다소 가벼워집니다."""
Title#1,"""액션 팔레트 타입 선택"""
Message#0,"""액션 파트 조작 방법에 대해서<br>기존의 2버튼 타입과는 다른<br>새로운 3버튼 타입을 선택하실 수 있습니다.<br><br>3버튼 타입은 보다 직관적인 조작으로<br>액션을 할 수 있습니다.<br><green>이 옵션은「옵션」의 「설정 초기화」에서<br>언제든지 변경하실 수 있습니다.<c><br><br>어떤 조작 타입을 사용하시겠습니까?"""
Button_2Button#0,"""2버튼 타입"""
Button_3Button#0,"""3버튼 타입"""
title#0,"""조작 가이드 표시 타입 설정"""
title#1,"""주로 사용하는 조작기기 선택"""
button1#0,"""키보드&마우스"""
button2#0,"""<%GamePad>"""
message#0,"""이 게임을 게임 패드로 플레이 할 경우<br>키보드를 채팅용으로 사용하거나 그 외  몇 가지<br>작업을 게임 패드용으로 자동설정 할 수 있습니다.<br><br><green>이 옵션은「옵션」의 「설정 초기화」에서<br>언제든지 변경하실 수 있습니다.<c><br><br>어떤 조작기기를 주로 사용하시나요?"""
MiKakin#0,"""미사용"""
IsPremium#0,"""<yellow>프리미엄 유효기간 중<c>"""
NonPremium#0,"""<red>프리미엄 유효기간 만료<c>"""
KakinGire#0,"""<red>기간 만료<c>"""
NetCafe#0,"""<green>넷 카페 프리미엄<c>"""
Category_Control#0,"""컨트롤"""
Category_Gameplay#0,"""게임 플레이"""
Category_Graphic#0,"""그래픽"""
Category_Interface#0,"""인터페이스"""
Category_SoundAndChat#0,"""사운드・채팅"""
Category_Other#0,"""기타"""
Title_Config#0,"""옵션"""
Title_DetailInfo#1,"""상세 정보"""
MenuButton_WindowReset#0,"""윈도우 초기화"""
MenuButton_Reset#0,"""설정 초기화"""
MenuButton_Exit#0,"""취소하고 돌아간다"""
MenuButton_ExitWithSave#0,"""변경사항 저장"""
ThreeChoiceMenuTitle#1,"""종료 확인"""
ThreeChoiceMenuMessageApply#1,"""オプション画面を閉じて戻ります。<br>変更を反映しますか？"""
ThreeChoiceMenuButtonExit#1,"""취소하고 돌아간다"""
ThreeChoiceMenuButtonExitWithSave#1,"""변경사항 저장"""
ThreeChoiceMenuButtonCancel#1,"""취소"""
ConfirmTitleInit#1,"""초기화 확인"""
ConfirmMessageInit#1,"""모든 옵션 설정을 초기화합니다.<br>괜찮으신가요?"""
ConfirmTitle#1,"""종료 확인"""
ConfirmMessageApply#1,"""변경 사항을 반영합니다.<br>괜찮으시겠습니까?"""
ConfirmMessageDisapply#1,"""변경 사항을 취소합니다.<br>괜찮으시겠습니까?"""
ConfirmButtonApply#1,"""변경을 반영하고 종료하기"""
ConfirmButtonDisapply#1,"""변경을 취소하고 종료하기"""
ConfirmButtonCancel#1,"""옵션으로 돌아가기"""
ConfirmTitleWindowInit#1,"""윈도우 초기화 확인"""
ConfirmMessageWindowInit#1,"""모든 윈도우의 표시 위치와 표시 크기를 초기화합니다.<br>괜찮으시겠습니까?"""
ConfirmMessageWindowInitEnd#1,"""윈도우의 표시 위치와 표시 크기를 초기화 했습니다."""
WindowTitleInitText#1,"""윈도우 초기화 설정"""
WindowInitHint#1,"""모든 윈도우의 표시 위치와 사이즈를 초기화합니다."""
WindowRadioButtonInitText#1,"""모든 윈도우의 위치와 크기를 초기화한다"""
Subject_000#1,"""アクション機能設定"""
Subject_001#1,"""HUD設定"""
Subject_002#1,"""メニュー設定"""
Subject_003#1,"""ドロップアイテム自動取得機能"""
Subject_004#1,"""その他の設定"""
Subject_005#1,"""카메라 설정"""
Subject_006#1,"""カメラ左右回転速度"""
Subject_007#1,"""カメラ上下回転速度"""
Subject_008#1,"""与ダメージ表示"""
Subject_009#1,"""回復／被ダメージ表示"""
Subject_010#1,"""EXPなどの表示"""
Subject_011#1,"""드랍 아이템 획득 표시"""
Subject_012#1,"""確認通知"""
Subject_013#1,"""メッセージ通知"""
Subject_014#1,"""その他の通知"""
Subject_015#1,"""채팅 설정"""
Subject_016#1,"""他者のオートワード表示設定"""
Subject_017#1,"""ログウィンドウの「すべて表示」に表示するチャンネル"""
Subject_018#1,"""スクリーンショット設定"""
Subject_019#1,"""エステ設定"""
Subject_020#1,"""ライドロイド設定"""
Subject_021#1,"""ダークブラスト設定"""
Subject_022#1,"""BGM 볼륨"""
Subject_023#1,"""SE 볼륨"""
Subject_024#1,"""보이스 볼륨"""
Subject_025#1,"""게임 내 재생 동영상 볼륨"""
Subject_026#1,"""재생 기능"""
Subject_027#1,"""품질 기능"""
Subject_028#1,"""詳細モデル表示数"""
Subject_029#1,"""フォトンブラスト表示数"""
Subject_030#1,"""映り込み品質"""
Subject_031#1,"""그림자 품질"""
Subject_032#1,"""画面の明るさ"""
Subject_033#1,"""카메라 라이트"""
Subject_034#1,"""マウス使用時補正"""
Subject_035#1,"""ボイスチャット機能ON/OFF"""
Subject_036#1,"""ウィッシュリスト、プレゼントリスト"""
Config_PadInput01#0,"""게임 패드 타입 선택"""
Config_PadInput02#0,"""게임 패드와 타입의 조합에 따라<br>정상적으로 작동하지 않을 수 있습니다.<br>그럴 경우 타입을 전환해 주세요."""
Config_PadInput03#0,"""-"""
Config_PadInput04#1,"""-"""
Config_PadInput05#1,"""-"""
Config_PadInput06#1,"""게임 패드 진동 전환"""
Config_PadInput07#1,"""「XInput」을 선택하고 있는 경우에만 진동이 가능합니다.<br>※게임 패드에 따라 진동하지 않을 수 있습니다."""
Config_PadInput08#0,"""-"""
Config_PadInput09#0,"""-"""
Config_PadInput10#0,"""-"""
Config_PadInput11#0,"""-"""
Config_PadInput12#1,"""비활성화 시 게임 패드 조작"""
Config_PadInput13#1,"""어플리케이션이 비활성화일 때<br>게임 패드 입력을 받을지 설정합니다."""
Config_PadInput14#0,"""-"""
Config_PadInput15#0,"""-"""
Config_PadInput16#0,"""-"""
Config_PadInput17#1,"""<%GamePad> 초기 설정"""
Config_PadInput18#1,"""「DirectInput」을 선택한 경우에만 설정할 수 있습니다."""
